ID,Name,Category,Type,Grade,Score,Missing_Fields
ENT-10946,Exempt Adept,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10947,Inner Order,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10950,See Tree,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10952,Dr Dee,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10954,The Vision,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10956,The Lesser Key,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10957,"King 
Cla",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10958,Vicula Salomonis Regis,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10961,Aleister Crow,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10962,Frater Perdurabo,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10963,Not For Resale,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10965,"India
The Secret",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10966,Eastern Mysticism,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10967,Follow Aleister Crowley,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10968,Sri Lanka,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10971,Theravada Buddhism,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10972,Madame Blavatsky,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10973,Henry Steel Olcott,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10975,Theodor Reuss,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10977,"Recounting 
Crowley",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10978,Edward Thornton,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10981,Appointed Honorary Fellow,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10982,"Exeter 
University",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10983,Brasenose College,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10984,Gnostic Philosophy,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10986,Inner Traditions,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10987,"Hardcover
 Also",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10988,"Occult History
December",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10989,For Review Only,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10992,Partial Fulfillment,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10993,Degree Doctor,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10994,"Graduate 
 
School",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10997,Dissertation Committee,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10998,"Advisor 
 
Dr",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-10999,Alan Woods,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11000,"Advisor 
Dr",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11001,Lesley Ferris                                                                 Theatre,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11002,Graduate Program,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11003,In October,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11004,"Caxton 
Hall",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11005,The Rites,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11008,As Crowley,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11009,But Crowley,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11010,Richard Schechner,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11011,Python Data Science,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11012,"Essentials
Become",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11013,"Python
Alberto Boschetti",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11014,Luca Massaron,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11016,"Essentials
Copyright",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11017,"Packt Publishing
All",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11018,"Packt 
Publishing",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11019,Packt Publishing,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11021,Packt Publishing Ltd,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11022,Livery Place,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11023,"Livery Street
Birmingham",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11025,Data Analysis Series,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11026,David Blei,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11027,"Princeton University 
David",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11028,"Rutgers University
Marina",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11029,"Washington
Fionn Murtagh",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11031,"London
Proposals",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11032,Albert House,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11033,"Singer Street
London",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11034,"Published Titles
Bayesian",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11035,"Artificial Intelligence 
Kevin",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11036,"Nicholson
Computational Statistics",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11037,"Second Edition 
Wendy",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11038,"Martinez
Pattern Recognition",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11039,"Data Mining 
Sankar",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11040,"Pabitra Mitra
Exploratory",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11041,Data Analysis,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11042,"Martinez
Clustering",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11044,Data Recovery Approach,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11045,"Boris Mirkin
Correspondence",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11046,"Data  
 Coding",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11047,"Fionn Murtagh
Design",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11048,"Computer  
 Experiments 
Kai",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11049,Tai Fang,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11050,Runze Li,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11051,"Agus Sudjianto
Introduction",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11052,"Data Technologies 
Paul",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11053,"Murrell
Introduction",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11054,Machine Learning,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11055,"Bioinformatics 
Sushmita Mitra",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11056,Sujay Datta,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11057,Theodore Perkins,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11058,George Michailidis,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11059,"Graphics 
Paul Murrell",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11060,"Bioinformatics 
Robert Gentleman",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11061,Semisupervised Learning,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11062,"Computational Linguistics 
Steven",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11063,"Abney
Statistical Computing",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11064,Practical Introduction,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11065,Data Structures,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11066,"Algorithm
Analysis
Third",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11067,Java Version,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11068,"Shaffer
Department",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11069,"Computer Science
Virginia",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11070,"Tech
Blacksburg",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11071,"Contents
Preface",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11074,The Need,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11076,Abstract Data Types,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11078,Design Patterns,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11079,Further Reading,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11080,Mathematical Preliminaries,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11081,Miscellaneous Notation,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11082,Mathematical Proof Techniques,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11083,Direct Proof,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11084,Mathematical Induction,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11086,Algorithm Analysis,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11087,Average Cases,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11088,Faster Computer,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11089,Faster Algorithm,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11090,Asymptotic Analysis,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11091,Upper Bounds,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11092,Lower Bounds,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11093,Simplifying Rules,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11094,Classifying Functions,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11095,Running Time,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11096,Analyzing Problems,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11097,Common Misunderstandings,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11098,Multiple Parameters,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11099,Space Bounds,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11100,Speeding Up Your,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11101,Empirical Analysis,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11103,Fundamental Data Structures,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11104,Data Science,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11105,"Rohit Sivaprasad
Data",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11106,Joel Grus,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11107,Naive Bayes,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11109,"Joel Grus
Data",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11111,"Scratch
Grus",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11119,"Scratch
Grus Joel",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11120,"Grus
Data Science",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11122,"Computer Science
Kent",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11123,"Lee
Steve Hubbard",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11124,"Data 
Structures",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11125,Python Undergraduate Topics,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11126,"Computer
Science Undergraduate",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11128,Title Page,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11129,Companion Website,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11130,Open Data,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11131,What You Don,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11132,Source Tools,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11134,Python Language,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11135,Advanced Plain Text,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11136,Simple Exploratory Data,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11137,Missing Values Analysis,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11138,Descriptive Statistics,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11139,Utility Functions,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11142,Data Organization,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11143,First Data Frame,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11144,Column Selection,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11145,Relocate Columns,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11146,Column Creation,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11147,Unite Columns,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11148,Sorting Data Frames,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11151,"Column
Creation",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11153,Sorting Data Frame,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11154,Logical Conditions,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11155,Logical Operators,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11156,Row Selection,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11157,Missing Values,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11158,Handling Missing Values,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11159,"Data Type
Transformations",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11161,"Bruce
Boston
Statistics",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11162,Data Scientists,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11163,Essential Concepts,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11164,Jeffrey Stanton,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11166,Contribution By Robert,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11167,De Graaf,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11168,By Jeffrey Stanton,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11169,By Robert De,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11170,"Graaf
This",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11174,Information Studies,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11175,Jeffrey Stan,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11177,"Many Skills
Data",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11179,Big Data,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11180,"Francesco Corea
An",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11181,"Data
Everything You",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11182,Know About,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11184,Data Science Studies,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11185,"Big Data
Volume",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11186,Janusz Kacprzyk,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11187,Polish Academy,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11191,"Big
Data",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11192,"Holmes
Introduction",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11193,"Data Analysis
Editorial",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11194,"Computational
Science",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11195,"Editors
Timothy",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11196,"Barth
Michael Griebel",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11197,"Keyes
Risto",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11198,"Nieminen
Dirk Roose",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11199,"Tamar Schlick
More",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11201,"Computer Science
Laura",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11203,Python Approach,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11204,Applications Undergraduate Topics,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11205,"Computer
Science
Series",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11206,"Ian Mackie
Advisory",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11207,"Board
Samson Abramsky",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11208,Karin Breitman,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11210,"Brazil
Chris Hankin",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11217,Kongens Lyngby,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11220,Stony Brook,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11225,"Computer Science
Data",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11226,"Python
With",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11227,"Multiprocessing
Second Edition",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11228,Steve Hubbard Undergraduate,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11230,"Editor
Ian Mackie",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11231,"Advisory Editors
Samson",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11235,Mike Hinchey,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11236,The Irish Software,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11237,Research Centre,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11238,"Ireland
Dexter",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11244,Applied Mathematics,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11248,"Denmark
Steven",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11251,"Stony
Brook",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11255,Joseph Migga Kizza,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11261,"Pomponazzi
Vittoria  Perrone",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11262,Cl Viii,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11263,Firenze University,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11264,Pietro Pomponazzi,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11267,Divine Writing,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11268,"Sefer Yetzirah
Giulio",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11269,"Busi
At",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11270,Sefer Yetzirah,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11273,Encyclopaedia Judaica,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11274,Leo Baeck,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11276,Mispar Zahl,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11277,Terminus Sefirah,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11279,Giulio Busi,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11281,Saadyah Gaon,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11284,Fons Vitae,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11285,Also Yaqub,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11288,Gaon Saadya,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11289,Sefer Yetzira,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11290,"Clementine
Homilies",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11291,The Implications,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11292,"Israel
Academy",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11293,Ibn Gebirol,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11294,"Iohanne
Hispano",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11295,Dominico Gundissalino,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11296,Judah Hallevi,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11298,Ten Sephiroth,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11301,Adolf Jellinek,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11304,Lazarus Goldschmidt,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11305,Philipp Bloch,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11307,"Philip
Merlan",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11308,Shlomo Pines,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11309,Perush Sefer Yetzirah,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11310,Erstes Heft,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11311,Der Ausdruck,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11312,Eser Sefirot,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11314,Zur Zahlenlehre,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11315,Sefer Yezira,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11316,Some Critical Notes,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11317,First Part,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11320,Clementine Homilies,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11323,Islamic Law,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11325,Greek Civilization,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11326,Jewish Calendar System,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11327,"An Islamic 
Astronomical",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11328,"Law Perspective 
 
Meneliti",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11329,Dampak Kitab Enoch,Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
ENT-11331,"Peradaban 
Yunani",Entity,Entity,F (Skeleton),20,"Period, Summary, Attributes, Domain"
